Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Snødybde
Fv91 Breivikeidet;SN91010;21.10.2020;-9,6;0
Fv91 Breivikeidet;SN91010;22.10.2020;-2,8;0
Fv91 Breivikeidet;SN91010;23.10.2020;-0,5;2
Fv91 Breivikeidet;SN91010;24.10.2020;1,5;0
Fv91 Breivikeidet;SN91010;27.10.2020;-2,8;0
Fv91 Breivikeidet;SN91010;28.10.2020;-3,6;0
Fv91 Breivikeidet;SN91010;29.10.2020;-0,5;0
Fv91 Breivikeidet;SN91010;30.10.2020;-3,9;8
Fv91 Breivikeidet;SN91010;31.10.2020;-3;7
Fv91 Breivikeidet;SN91010;01.11.2020;-0,8;7
Fv91 Breivikeidet;SN91010;02.11.2020;7,9;-
Fv91 Breivikeidet;SN91010;03.11.2020;5,9;0
Fv91 Breivikeidet;SN91010;04.11.2020;6,6;0
Fv91 Breivikeidet;SN91010;05.11.2020;3,1;0
Fv91 Breivikeidet;SN91010;06.11.2020;4,6;0
Fv91 Breivikeidet;SN91010;07.11.2020;2,3;-
Fv91 Breivikeidet;SN91010;08.11.2020;0,6;14
Fv91 Breivikeidet;SN91010;09.11.2020;2,5;7
Fv91 Breivikeidet;SN91010;10.11.2020;-0,4;4
Fv91 Breivikeidet;SN91010;11.11.2020;0,6;4
Fv91 Breivikeidet;SN91010;12.11.2020;-0,3;3
Fv91 Breivikeidet;SN91010;13.11.2020;1,6;3
Fv91 Breivikeidet;SN91010;14.11.2020;-3;2
Fv91 Breivikeidet;SN91010;15.11.2020;2,3;2
Fv91 Breivikeidet;SN91010;16.11.2020;1,7;0
Fv91 Breivikeidet;SN91010;17.11.2020;7;0
Fv91 Breivikeidet;SN91010;18.11.2020;3,6;0
Fv91 Breivikeidet;SN91010;19.11.2020;-1;0
Fv91 Breivikeidet;SN91010;20.11.2020;-0,9;22
Fv91 Breivikeidet;SN91010;21.11.2020;-2,4;30
Fv91 Breivikeidet;SN91010;22.11.2020;-3,9;30
Fv91 Breivikeidet;SN91010;23.11.2020;0,2;26
Fv91 Breivikeidet;SN91010;24.11.2020;-7,9;24
Fv91 Breivikeidet;SN91010;25.11.2020;-6,3;24
Fv91 Breivikeidet;SN91010;26.11.2020;-11,1;22
Fv91 Breivikeidet;SN91010;27.11.2020;1,3;21
Fv91 Breivikeidet;SN91010;28.11.2020;0,8;18
Fv91 Breivikeidet;SN91010;29.11.2020;4,5;15
Fv91 Breivikeidet;SN91010;30.11.2020;4;10
Fv91 Breivikeidet;SN91010;01.12.2020;-0,1;11
Fv91 Breivikeidet;SN91010;02.12.2020;1,5;15
Fv91 Breivikeidet;SN91010;04.12.2020;-6,1;13
Fv91 Breivikeidet;SN91010;05.12.2020;-1,8;13
Fv91 Breivikeidet;SN91010;06.12.2020;-7,6;20
Fv91 Breivikeidet;SN91010;09.12.2020;0;16
Fv91 Breivikeidet;SN91010;10.12.2020;1;13
Fv91 Breivikeidet;SN91010;11.12.2020;-7,8;13
Fv91 Breivikeidet;SN91010;12.12.2020;-4,9;13
Fv91 Breivikeidet;SN91010;13.12.2020;-5,3;13
Fv91 Breivikeidet;SN91010;15.12.2020;-2,3;15
Fv91 Breivikeidet;SN91010;16.12.2020;0,4;15
Fv91 Breivikeidet;SN91010;17.12.2020;-7,1;15
Fv91 Breivikeidet;SN91010;18.12.2020;-13,2;15
Fv91 Breivikeidet;SN91010;23.12.2020;-4,6;12
Fv91 Breivikeidet;SN91010;24.12.2020;-5,4;12
Fv91 Breivikeidet;SN91010;25.12.2020;-10,9;12
Fv91 Breivikeidet;SN91010;26.12.2020;-5,7;12
Fv91 Breivikeidet;SN91010;28.12.2020;2,3;12
Fv91 Breivikeidet;SN91010;29.12.2020;-4,2;12
Fv91 Breivikeidet;SN91010;30.12.2020;-5,8;12
Fv91 Breivikeidet;SN91010;31.12.2020;-4,2;12
Fv91 Breivikeidet;SN91010;01.01.2021;-7,9;12
Fv91 Breivikeidet;SN91010;02.01.2021;-5,2;12
Fv91 Breivikeidet;SN91010;03.01.2021;1,2;13
Fv91 Breivikeidet;SN91010;04.01.2021;4,2;12
Fv91 Breivikeidet;SN91010;05.01.2021;3,8;10
Fv91 Breivikeidet;SN91010;06.01.2021;1,9;8
Fv91 Breivikeidet;SN91010;07.01.2021;-5,7;8
Fv91 Breivikeidet;SN91010;08.01.2021;-6,5;8
Fv91 Breivikeidet;SN91010;09.01.2021;-11,3;8
Fv91 Breivikeidet;SN91010;10.01.2021;-11,8;9
Fv91 Breivikeidet;SN91010;11.01.2021;-10,7;9
Fv91 Breivikeidet;SN91010;12.01.2021;-13,4;9
Fv91 Breivikeidet;SN91010;13.01.2021;-10,8;9
Fv91 Breivikeidet;SN91010;14.01.2021;-2;9
Fv91 Breivikeidet;SN91010;15.01.2021;1,7;11
Fv91 Breivikeidet;SN91010;16.01.2021;1,1;11
Fv91 Breivikeidet;SN91010;17.01.2021;0,5;12
Fv91 Breivikeidet;SN91010;18.01.2021;-1,1;13
Fv91 Breivikeidet;SN91010;19.01.2021;-5,7;14
Fv91 Breivikeidet;SN91010;20.01.2021;-4,8;14
Fv91 Breivikeidet;SN91010;21.01.2021;-6,9;14
Fv91 Breivikeidet;SN91010;22.01.2021;-7,7;14
Fv91 Breivikeidet;SN91010;23.01.2021;-6,9;12
Fv91 Breivikeidet;SN91010;24.01.2021;-10,9;12
Fv91 Breivikeidet;SN91010;25.01.2021;-11,6;12
Fv91 Breivikeidet;SN91010;26.01.2021;-11,9;12
Fv91 Breivikeidet;SN91010;27.01.2021;-3,9;12
Fv91 Breivikeidet;SN91010;28.01.2021;-5,7;12
Fv91 Breivikeidet;SN91010;29.01.2021;-10,6;12
Fv91 Breivikeidet;SN91010;30.01.2021;-14,4;12
Fv91 Breivikeidet;SN91010;31.01.2021;-10,7;12
Fv91 Breivikeidet;SN91010;01.02.2021;-5,3;15
Fv91 Breivikeidet;SN91010;02.02.2021;-16,6;23
Fv91 Breivikeidet;SN91010;03.02.2021;-13,6;21
Fv91 Breivikeidet;SN91010;04.02.2021;-0,1;29
Fv91 Breivikeidet;SN91010;05.02.2021;-1,1;32
Fv91 Breivikeidet;SN91010;06.02.2021;-1,8;31
Fv91 Breivikeidet;SN91010;07.02.2021;-1,8;38
Fv91 Breivikeidet;SN91010;08.02.2021;-5,1;42
Fv91 Breivikeidet;SN91010;09.02.2021;-7,3;44
Fv91 Breivikeidet;SN91010;10.02.2021;-6,2;53
Fv91 Breivikeidet;SN91010;11.02.2021;-5,3;60
Fv91 Breivikeidet;SN91010;12.02.2021;-3,1;70
Fv91 Breivikeidet;SN91010;13.02.2021;-7,2;67
Fv91 Breivikeidet;SN91010;14.02.2021;-4,5;73
Fv91 Breivikeidet;SN91010;15.02.2021;-0,1;75
Fv91 Breivikeidet;SN91010;16.02.2021;-12,2;70
Fv91 Breivikeidet;SN91010;17.02.2021;-19,6;68
Fv91 Breivikeidet;SN91010;18.02.2021;-19,3;66
Fv91 Breivikeidet;SN91010;19.02.2021;-13,9;64
Fv91 Breivikeidet;SN91010;20.02.2021;-11;62
Fv91 Breivikeidet;SN91010;22.02.2021;-6,2;61
Fv91 Breivikeidet;SN91010;23.02.2021;-5,1;59
Fv91 Breivikeidet;SN91010;24.02.2021;-1;58
Fv91 Breivikeidet;SN91010;25.02.2021;3,9;55
Fv91 Breivikeidet;SN91010;26.02.2021;2;47
Fv91 Breivikeidet;SN91010;27.02.2021;1,7;47
Fv91 Breivikeidet;SN91010;28.02.2021;4,7;42
Fv91 Breivikeidet;SN91010;01.03.2021;0,8;32
Fv91 Breivikeidet;SN91010;02.03.2021;-0,3;49
Fv91 Breivikeidet;SN91010;03.03.2021;-2,4;71
Fv91 Breivikeidet;SN91010;05.03.2021;-4;78
Fv91 Breivikeidet;SN91010;06.03.2021;-5,2;82
Fv91 Breivikeidet;SN91010;07.03.2021;-5,2;87
Fv91 Breivikeidet;SN91010;08.03.2021;-10,1;86
Fv91 Breivikeidet;SN91010;09.03.2021;-14,8;80
Fv91 Breivikeidet;SN91010;10.03.2021;-12,2;77
Fv91 Breivikeidet;SN91010;11.03.2021;-10;-
Fv91 Breivikeidet;SN91010;12.03.2021;-6,4;73
Fv91 Breivikeidet;SN91010;13.03.2021;-3,8;71
Fv91 Breivikeidet;SN91010;14.03.2021;0,8;72
Fv91 Breivikeidet;SN91010;15.03.2021;-0,1;69
Fv91 Breivikeidet;SN91010;16.03.2021;-3,3;71
Fv91 Breivikeidet;SN91010;17.03.2021;-7,4;69
Fv91 Breivikeidet;SN91010;18.03.2021;-7,6;71
Fv91 Breivikeidet;SN91010;19.03.2021;0,3;71
Fv91 Breivikeidet;SN91010;20.03.2021;0,7;65
Fv91 Breivikeidet;SN91010;22.03.2021;-0,4;83
Fv91 Breivikeidet;SN91010;23.03.2021;2,8;65
Fv91 Breivikeidet;SN91010;24.03.2021;3,1;69
Fv91 Breivikeidet;SN91010;25.03.2021;-0,3;65
Fv91 Breivikeidet;SN91010;26.03.2021;-3;76
Fv91 Breivikeidet;SN91010;27.03.2021;1,6;71
Fv91 Breivikeidet;SN91010;28.03.2021;1,9;-
Fv91 Breivikeidet;SN91010;29.03.2021;0,4;64
Fv91 Breivikeidet;SN91010;30.03.2021;0,8;63
Fv91 Breivikeidet;SN91010;31.03.2021;2,7;60
Fv91 Breivikeidet;SN91010;01.04.2021;1,8;61
Fv91 Breivikeidet;SN91010;02.04.2021;1,6;62
Fv91 Breivikeidet;SN91010;03.04.2021;1,5;62
Fv91 Breivikeidet;SN91010;04.04.2021;-1,3;68
Fv91 Breivikeidet;SN91010;05.04.2021;-1,2;66
Fv91 Breivikeidet;SN91010;06.04.2021;1,8;62
Fv91 Breivikeidet;SN91010;07.04.2021;-0,8;78
Fv91 Breivikeidet;SN91010;08.04.2021;-2,9;84
Fv91 Breivikeidet;SN91010;09.04.2021;-5,6;79
Fv91 Breivikeidet;SN91010;10.04.2021;-2,3;78
Fv91 Breivikeidet;SN91010;11.04.2021;0,8;85
Fv91 Breivikeidet;SN91010;12.04.2021;-0,2;100
Fv91 Breivikeidet;SN91010;13.04.2021;-0,4;89
Fv91 Breivikeidet;SN91010;14.04.2021;-0,2;92
Fv91 Breivikeidet;SN91010;15.04.2021;2,5;114
Fv91 Breivikeidet;SN91010;16.04.2021;5,4;88
Fv91 Breivikeidet;SN91010;18.04.2021;4,7;72
Fv91 Breivikeidet;SN91010;19.04.2021;6,7;68
Fv91 Breivikeidet;SN91010;20.04.2021;7,1;61
Fv91 Breivikeidet;SN91010;21.04.2021;3;54
Fv91 Breivikeidet;SN91010;22.04.2021;1,1;51
Fv91 Breivikeidet;SN91010;23.04.2021;0,8;51
Fv91 Breivikeidet;SN91010;24.04.2021;0,2;49
Fv91 Breivikeidet;SN91010;25.04.2021;0,8;46
Fv91 Breivikeidet;SN91010;26.04.2021;0,7;43
Fv91 Breivikeidet;SN91010;27.04.2021;0,3;43
Fv91 Breivikeidet;SN91010;28.04.2021;-0,7;45
Fv91 Breivikeidet;SN91010;29.04.2021;-0,5;46
Fv91 Breivikeidet;SN91010;30.04.2021;-2,9;61
Fv91 Breivikeidet;SN91010;01.05.2021;-2,1;63
Fv91 Breivikeidet;SN91010;02.05.2021;-0,6;58
Fv91 Breivikeidet;SN91010;03.05.2021;1,5;53
Fv91 Breivikeidet;SN91010;04.05.2021;2,3;49
Fv91 Breivikeidet;SN91010;05.05.2021;1,3;44
Fv91 Breivikeidet;SN91010;06.05.2021;1,4;40
Fv91 Breivikeidet;SN91010;07.05.2021;1,8;34
Fv91 Breivikeidet;SN91010;08.05.2021;2;31
Fv91 Breivikeidet;SN91010;09.05.2021;3,1;21
Fv91 Breivikeidet;SN91010;12.05.2021;6,5;3
Fv91 Breivikeidet;SN91010;13.05.2021;4,4;0
Fv91 Breivikeidet;SN91010;14.05.2021;4,9;0
Fv91 Breivikeidet;SN91010;15.05.2021;5,9;0
Fv91 Breivikeidet;SN91010;17.05.2021;7,2;0
Fv91 Breivikeidet;SN91010;18.05.2021;9,8;0
Fv91 Breivikeidet;SN91010;19.05.2021;8,8;-
Fv91 Breivikeidet;SN91010;20.05.2021;5,9;-
Fv91 Breivikeidet;SN91010;21.05.2021;6,5;-
Fv91 Breivikeidet;SN91010;22.05.2021;3,8;-
Fv91 Breivikeidet;SN91010;23.05.2021;3,4;-
Fv91 Breivikeidet;SN91010;24.05.2021;5;-
Fv91 Breivikeidet;SN91010;25.05.2021;5,8;-
Fv91 Breivikeidet;SN91010;26.05.2021;6,2;-
Fv91 Breivikeidet;SN91010;27.05.2021;4,5;-
Fv91 Breivikeidet;SN91010;28.05.2021;4,1;-
Fv91 Breivikeidet;SN91010;29.05.2021;6,3;-
Fv91 Breivikeidet;SN91010;30.05.2021;6,9;-
Fv91 Breivikeidet;SN91010;31.05.2021;8,9;-
Fv91 Breivikeidet;SN91010;01.06.2021;12,8;-
Fv91 Breivikeidet;SN91010;02.06.2021;15,9;-
Fv91 Breivikeidet;SN91010;03.06.2021;17,5;-
Fv91 Breivikeidet;SN91010;04.06.2021;16,3;-
Fv91 Breivikeidet;SN91010;05.06.2021;8,9;-
Fv91 Breivikeidet;SN91010;06.06.2021;8,6;-
Fv91 Breivikeidet;SN91010;07.06.2021;12,5;-
Fv91 Breivikeidet;SN91010;08.06.2021;12,1;-
Fv91 Breivikeidet;SN91010;09.06.2021;14,8;-
Fv91 Breivikeidet;SN91010;10.06.2021;15,3;-
Fv91 Breivikeidet;SN91010;11.06.2021;13,8;-
Fv91 Breivikeidet;SN91010;12.06.2021;9,7;-
Fv91 Breivikeidet;SN91010;13.06.2021;8,2;-
Fv91 Breivikeidet;SN91010;15.06.2021;6,8;-
Fv91 Breivikeidet;SN91010;16.06.2021;5,9;-
Fv91 Breivikeidet;SN91010;17.06.2021;8,5;-
Fv91 Breivikeidet;SN91010;18.06.2021;9,7;-
Fv91 Breivikeidet;SN91010;19.06.2021;9,7;-
Fv91 Breivikeidet;SN91010;20.06.2021;9;-
Fv91 Breivikeidet;SN91010;21.06.2021;12,6;-
Fv91 Breivikeidet;SN91010;22.06.2021;10,3;-
Fv91 Breivikeidet;SN91010;23.06.2021;11,9;-
Fv91 Breivikeidet;SN91010;24.06.2021;13,2;-
Fv91 Breivikeidet;SN91010;25.06.2021;9,9;-
Fv91 Breivikeidet;SN91010;26.06.2021;9,3;-
Fv91 Breivikeidet;SN91010;27.06.2021;12,4;-
Fv91 Breivikeidet;SN91010;28.06.2021;10,5;-
Fv91 Breivikeidet;SN91010;29.06.2021;9,2;-
Fv91 Breivikeidet;SN91010;30.06.2021;10,2;-
Fv91 Breivikeidet;SN91010;01.07.2021;15,7;-
Fv91 Breivikeidet;SN91010;02.07.2021;12,5;-
Fv91 Breivikeidet;SN91010;03.07.2021;9,9;-
Fv91 Breivikeidet;SN91010;04.07.2021;11,4;-
Fv91 Breivikeidet;SN91010;05.07.2021;15,9;-
Fv91 Breivikeidet;SN91010;06.07.2021;18,9;-
Fv91 Breivikeidet;SN91010;07.07.2021;19,5;-
Fv91 Breivikeidet;SN91010;08.07.2021;14,9;-
Fv91 Breivikeidet;SN91010;09.07.2021;14,7;-
Fv91 Breivikeidet;SN91010;10.07.2021;14,8;-
Fv91 Breivikeidet;SN91010;11.07.2021;13,4;-
Fv91 Breivikeidet;SN91010;12.07.2021;14,9;-
Fv91 Breivikeidet;SN91010;13.07.2021;13,7;-
Fv91 Breivikeidet;SN91010;14.07.2021;13,7;-
Fv91 Breivikeidet;SN91010;15.07.2021;14,5;-
Fv91 Breivikeidet;SN91010;16.07.2021;11,2;-
Fv91 Breivikeidet;SN91010;17.07.2021;11,9;-
Fv91 Breivikeidet;SN91010;18.07.2021;11,1;-
Fv91 Breivikeidet;SN91010;19.07.2021;8,6;-
Fv91 Breivikeidet;SN91010;20.07.2021;6,4;-
Fv91 Breivikeidet;SN91010;21.07.2021;7,9;-
Fv91 Breivikeidet;SN91010;22.07.2021;7,9;-
Fv91 Breivikeidet;SN91010;23.07.2021;8,4;-
Fv91 Breivikeidet;SN91010;24.07.2021;10,8;-
Fv91 Breivikeidet;SN91010;25.07.2021;11,7;-
Fv91 Breivikeidet;SN91010;26.07.2021;11,4;-
Fv91 Breivikeidet;SN91010;27.07.2021;11,8;-
Fv91 Breivikeidet;SN91010;28.07.2021;9,2;-
Fv91 Breivikeidet;SN91010;29.07.2021;10,6;-
Fv91 Breivikeidet;SN91010;30.07.2021;11,8;-
Fv91 Breivikeidet;SN91010;31.07.2021;8,6;-
Fv91 Breivikeidet;SN91010;01.08.2021;8,1;-
Fv91 Breivikeidet;SN91010;02.08.2021;8,8;0
Fv91 Breivikeidet;SN91010;03.08.2021;10,8;0
Fv91 Breivikeidet;SN91010;04.08.2021;10,6;0
Fv91 Breivikeidet;SN91010;05.08.2021;12,1;0
Fv91 Breivikeidet;SN91010;06.08.2021;13,8;0
Fv91 Breivikeidet;SN91010;07.08.2021;15,6;0
Fv91 Breivikeidet;SN91010;08.08.2021;18;0
Fv91 Breivikeidet;SN91010;09.08.2021;18,3;0
Fv91 Breivikeidet;SN91010;10.08.2021;15,5;0
Fv91 Breivikeidet;SN91010;11.08.2021;14,8;0
Fv91 Breivikeidet;SN91010;13.08.2021;12,4;0
Fv91 Breivikeidet;SN91010;14.08.2021;10,9;0
Fv91 Breivikeidet;SN91010;15.08.2021;9,8;0
Fv91 Breivikeidet;SN91010;16.08.2021;9,7;0
Fv91 Breivikeidet;SN91010;17.08.2021;9,8;0
Fv91 Breivikeidet;SN91010;18.08.2021;11,7;0
Fv91 Breivikeidet;SN91010;19.08.2021;11,9;0
Fv91 Breivikeidet;SN91010;20.08.2021;9,3;0
Fv91 Breivikeidet;SN91010;21.08.2021;7,9;0
Fv91 Breivikeidet;SN91010;22.08.2021;7,3;0
Fv91 Breivikeidet;SN91010;23.08.2021;8,4;0
Fv91 Breivikeidet;SN91010;24.08.2021;9,2;0
Fv91 Breivikeidet;SN91010;25.08.2021;10,7;0
Fv91 Breivikeidet;SN91010;26.08.2021;9,7;0
Fv91 Breivikeidet;SN91010;27.08.2021;12,9;0
Fv91 Breivikeidet;SN91010;28.08.2021;10,5;0
Fv91 Breivikeidet;SN91010;29.08.2021;10;0
Fv91 Breivikeidet;SN91010;30.08.2021;11;0
Fv91 Breivikeidet;SN91010;01.09.2021;6,9;0
Fv91 Breivikeidet;SN91010;02.09.2021;6,6;0
Fv91 Breivikeidet;SN91010;03.09.2021;5,9;-
Fv91 Breivikeidet;SN91010;04.09.2021;6,5;-
Fv91 Breivikeidet;SN91010;05.09.2021;8,1;-
Fv91 Breivikeidet;SN91010;06.09.2021;10,4;-
Fv91 Breivikeidet;SN91010;07.09.2021;10,2;-
Fv91 Breivikeidet;SN91010;09.09.2021;7,5;0
Fv91 Breivikeidet;SN91010;10.09.2021;6,7;0
Fv91 Breivikeidet;SN91010;11.09.2021;4,9;0
Fv91 Breivikeidet;SN91010;12.09.2021;6,2;0
Fv91 Breivikeidet;SN91010;13.09.2021;5,4;0
Fv91 Breivikeidet;SN91010;14.09.2021;5,6;0
Fv91 Breivikeidet;SN91010;15.09.2021;5,1;0
Fv91 Breivikeidet;SN91010;16.09.2021;3,9;0
Fv91 Breivikeidet;SN91010;17.09.2021;4,7;0
Fv91 Breivikeidet;SN91010;18.09.2021;5,4;0
Fv91 Breivikeidet;SN91010;19.09.2021;7;0
Fv91 Breivikeidet;SN91010;20.09.2021;5,2;0
Fv91 Breivikeidet;SN91010;21.09.2021;4,7;0
Fv91 Breivikeidet;SN91010;22.09.2021;12,3;0
Fv91 Breivikeidet;SN91010;23.09.2021;10;0
Fv91 Breivikeidet;SN91010;24.09.2021;7;0
Fv91 Breivikeidet;SN91010;25.09.2021;6,6;0
Fv91 Breivikeidet;SN91010;26.09.2021;7,4;0
Fv91 Breivikeidet;SN91010;27.09.2021;13;0
Fv91 Breivikeidet;SN91010;28.09.2021;9,7;0
Fv91 Breivikeidet;SN91010;29.09.2021;5,3;0
Fv91 Breivikeidet;SN91010;30.09.2021;4,6;0
Fv91 Breivikeidet;SN91010;01.10.2021;4,5;0
Fv91 Breivikeidet;SN91010;02.10.2021;12,3;0
Fv91 Breivikeidet;SN91010;03.10.2021;12,6;0
Fv91 Breivikeidet;SN91010;04.10.2021;11,9;0
Fv91 Breivikeidet;SN91010;05.10.2021;9;0
Fv91 Breivikeidet;SN91010;06.10.2021;7,8;0
Fv91 Breivikeidet;SN91010;07.10.2021;3,2;0
Fv91 Breivikeidet;SN91010;08.10.2021;1,5;0
Fv91 Breivikeidet;SN91010;09.10.2021;5,3;0
Fv91 Breivikeidet;SN91010;10.10.2021;7,5;0
Fv91 Breivikeidet;SN91010;11.10.2021;6,5;0
Fv91 Breivikeidet;SN91010;12.10.2021;4,3;0
Fv91 Breivikeidet;SN91010;13.10.2021;1,8;0
Fv91 Breivikeidet;SN91010;14.10.2021;1;0
Fv91 Breivikeidet;SN91010;16.10.2021;2;0
Fv91 Breivikeidet;SN91010;17.10.2021;3;0
Fv91 Breivikeidet;SN91010;18.10.2021;-1;11
Fv91 Breivikeidet;SN91010;19.10.2021;-5;13
Fv91 Breivikeidet;SN91010;20.10.2021;-1,3;8
Fv91 Breivikeidet;SN91010;21.10.2021;0,5;7
Fv91 Breivikeidet;SN91010;22.10.2021;0,3;5
Fv91 Breivikeidet;SN91010;23.10.2021;-3,5;6
Fv91 Breivikeidet;SN91010;24.10.2021;-2;6
Fv91 Breivikeidet;SN91010;25.10.2021;-1,1;6
Fv91 Breivikeidet;SN91010;26.10.2021;0,9;6
Fv91 Breivikeidet;SN91010;27.10.2021;1,5;6
Fv91 Breivikeidet;SN91010;28.10.2021;3,2;6
Fv91 Breivikeidet;SN91010;29.10.2021;4,1;0
Fv91 Breivikeidet;SN91010;30.10.2021;1,2;0
Fv91 Breivikeidet;SN91010;02.11.2021;3,5;0
Fv91 Breivikeidet;SN91010;03.11.2021;2,4;0
Fv91 Breivikeidet;SN91010;04.11.2021;2,9;0
Fv91 Breivikeidet;SN91010;05.11.2021;-1,1;0
Fv91 Breivikeidet;SN91010;06.11.2021;-1,5;0
Fv91 Breivikeidet;SN91010;09.11.2021;-6;9
Fv91 Breivikeidet;SN91010;10.11.2021;3,5;-
Fv91 Breivikeidet;SN91010;11.11.2021;0,7;2
Fv91 Breivikeidet;SN91010;12.11.2021;-0,1;2
Fv91 Breivikeidet;SN91010;13.11.2021;0,7;12
Fv91 Breivikeidet;SN91010;14.11.2021;-1,8;12
Fv91 Breivikeidet;SN91010;15.11.2021;2,6;12
Fv91 Breivikeidet;SN91010;16.11.2021;2,2;5
Fv91 Breivikeidet;SN91010;17.11.2021;2,3;4
Fv91 Breivikeidet;SN91010;18.11.2021;-2,6;3
Fv91 Breivikeidet;SN91010;19.11.2021;-2,9;3
Fv91 Breivikeidet;SN91010;20.11.2021;-0,2;3
Fv91 Breivikeidet;SN91010;21.11.2021;-4,4;23
Fv91 Breivikeidet;SN91010;22.11.2021;-7,4;20
Fv91 Breivikeidet;SN91010;23.11.2021;-2;17
Fv91 Breivikeidet;SN91010;24.11.2021;-8,1;21
Fv91 Breivikeidet;SN91010;25.11.2021;-16,9;26
Fv91 Breivikeidet;SN91010;26.11.2021;-18,1;23
Fv91 Breivikeidet;SN91010;27.11.2021;-20;22
Fv91 Breivikeidet;SN91010;28.11.2021;-18,8;21
Fv91 Breivikeidet;SN91010;29.11.2021;-13,5;21
Fv91 Breivikeidet;SN91010;01.12.2021;-11,7;21
Fv91 Breivikeidet;SN91010;02.12.2021;-3,1;21
Fv91 Breivikeidet;SN91010;03.12.2021;-17,8;21
Fv91 Breivikeidet;SN91010;04.12.2021;-21,5;21
Fv91 Breivikeidet;SN91010;05.12.2021;-18,8;21
Fv91 Breivikeidet;SN91010;06.12.2021;-19,2;21
Fv91 Breivikeidet;SN91010;07.12.2021;-22,8;21
Fv91 Breivikeidet;SN91010;08.12.2021;-15,3;21
Fv91 Breivikeidet;SN91010;09.12.2021;-15;21
Fv91 Breivikeidet;SN91010;10.12.2021;-12;21
Fv91 Breivikeidet;SN91010;11.12.2021;-9,2;21
Fv91 Breivikeidet;SN91010;12.12.2021;-3,5;22
Fv91 Breivikeidet;SN91010;13.12.2021;-3,6;24
Fv91 Breivikeidet;SN91010;14.12.2021;-8,5;24
Fv91 Breivikeidet;SN91010;15.12.2021;-2,7;24
Fv91 Breivikeidet;SN91010;16.12.2021;1,5;22
Fv91 Breivikeidet;SN91010;17.12.2021;2,3;22
